"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated_q"
"ETHE1",-0.232845303433681,12.8834087496127,-2.91430852223545,0.00762089958080511,0.0313827548205241,-3.93847316509802,"ETHE1",0.0127968405629878,2.11799376095431,"+"
"ASB14",-0.233421700775819,10.6448806304172,-1.48485435515454,0.154075073930198,0.308594140392423,-6.49353651201294,"ASB14",0.125834396497642,0.812267615208715,""
"NCLN",-0.234065220185778,11.9851135429557,-1.64075965318469,0.113946495973069,0.24769416545599,-6.38932626777515,"NCLN",0.101001418194481,0.943299025489827,""
"SCO1",-0.234255064175088,14.4598514017646,-2.12689671471765,0.0439534746457525,0.123567133035558,-5.56191808963335,"SCO1",0.0503865549511099,1.35700678703323,""
"CCS",-0.236372290817394,13.2177728964739,-1.87592515288025,0.0729344552354803,0.179791912906068,-6.00888049604556,"CCS",0.0733131446595904,1.13706725654413,""
"HBG2",-0.236562923448323,12.2373923500554,-0.30387029969795,0.764381958013023,0.864005198986284,-7.56946626160765,"HBG2",0.352312499022207,0.116689572307577,""
"MRPL44",-0.236612304601403,11.8480812303211,-2.22591279410528,0.0357120899736063,0.106134996370157,-5.37499376504969,"MRPL44",0.0432783111128901,1.44718473290874,"+"
"RHOG",-0.236653221732221,11.0036268988492,-2.06760517451266,0.0501608266905849,0.136854419436086,-5.65131769705704,"RHOG",0.0558046671134974,1.29963531459758,""
"DBI",-0.236841313561463,17.7658390370522,-1.97475487168123,0.0599601679045232,0.154879061861684,-5.83765929340457,"DBI",0.0631545150361658,1.22213715968123,""
"YIPF3",-0.237629521408257,12.0643060779664,-1.10097535069872,0.286346580544591,0.472348076955977,-6.90995893211725,"YIPF3",0.192607789392869,0.543107998719613,""
"GNB1",-0.237727511462355,11.9872326637458,-2.38315955943775,0.0254674913933199,0.0808339724180066,-5.06688653779797,"GNB1",0.0329613975261879,1.59401383193841,"+"
"SF3A1",-0.237913349209133,10.8710599856046,-1.31460606354432,0.202247143823324,0.370096755513013,-6.80233158507786,"SF3A1",0.150913111365283,0.694117602870343,""
"UACA",-0.237952427807114,11.0522389430063,-1.690706063878,0.109256404950104,0.241088535826676,-6.13378822418711,"UACA",0.09830786277948,0.961553093918625,""
"MYO1C",-0.238777559913215,12.7430801965118,-3.32602460781327,0.0028377634719264,0.0147398893950152,-2.99087070587335,"MYO1C",0.00601043520821587,2.54702380588984,"+"
"RHOC",-0.239963448940291,11.346268746365,-1.94997052861133,0.063007138264254,0.16114962440777,-5.88119894962439,"RHOC",0.0657114412716547,1.20061024525818,""
"PGPEP1",-0.239995979214171,10.3053847263556,-0.992323405747391,0.330982869775335,0.512426478347199,-7.21377628861424,"PGPEP1",0.208950424561642,0.480194482824167,""
"L2HGDH",-0.240124805999079,13.6067516509213,-2.62584438385214,0.0148415027132022,0.052634920402955,-4.56672138630914,"L2HGDH",0.0214627647666439,1.828522124191,"+"
"VPS36",-0.240300235329396,11.866976428348,-0.930747700537691,0.364371353216112,0.54484368490309,-7.03545070081302,"VPS36",0.222169080035504,0.438455774479537,""
"DCUN1D2",-0.241985822948438,12.364620768723,-2.19534809852394,0.0380930917938518,0.111133974224265,-5.43329880319246,"DCUN1D2",0.0453167275279808,1.41915377676105,"+"
"BABAM1",-0.242024367026252,11.5906609828327,-1.84546525399152,0.0779430250884978,0.188724989681287,-6.03887604712507,"BABAM1",0.0769557553826824,1.10822274258045,""
"IARS2",-0.242356147699226,14.7534929293035,-2.80304339029634,0.00988338271083908,0.0387471412869622,-4.18474402758745,"IARS2",0.0157997917058748,2.00509438727321,"+"
"HSPB7",-0.242884991101967,16.6515217168748,-2.30638664600034,0.0300752279234209,0.0926537161645109,-5.21898307721323,"HSPB7",0.0377810947479394,1.52179107269938,"+"
"THEM4",-0.242980732488183,10.9313571522334,-1.04933760150021,0.306603394408301,0.487483363666202,-7.05811549521823,"THEM4",0.198779454436729,0.513423041377813,""
"MCEE",-0.24361218577601,12.5150377286817,-1.18422135777887,0.247971838607584,0.425732094837976,-7.00696924364701,"MCEE",0.173599346881601,0.605597637850329,""
"SAR1A",-0.244582981074968,13.9055622680984,-2.73936482424542,0.0114508024893874,0.0438070052202913,-4.32351792525579,"SAR1A",0.0178630354330596,1.94116407624984,"+"
"NGLY1",-0.245167658476134,11.1121253780776,-1.83052242714076,0.079673161158832,0.192101589921295,-6.08535480907813,"NGLY1",0.0783326203253379,1.09868795117131,""
"TPR",-0.24574825721416,10.9516686930958,-1.97614519925729,0.0597931553332898,0.154726953493558,-5.83520511740155,"TPR",0.0630924903176117,1.22334852790317,""
"FABP5",-0.245836616126478,14.8898312083841,-1.47226378770372,0.153999706084397,0.308594140392423,-6.63682299948421,"FABP5",0.125834396497642,0.812480108033967,""
