"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated"
"SLC44A2",-0.130975088784968,16.3178495227577,-1.13078827324237,0.263858232503009,0.574582015390815,-5.53795374739067,"SLC44A2",0.386171280386845,0.578629351079988,"no"
"CKAP4",-0.130990758562479,11.0970508185742,-0.802439602235553,0.426691994042535,0.715621302399435,-5.79936137178948,"CKAP4",0.48096248615043,0.36988550566604,"no"
"RAB1A",-0.131418251114972,10.443224086394,-1.05599076544079,0.297278640960199,0.599972125735857,-5.54751329415424,"RAB1A",0.403235739695476,0.526836293103687,"no"
"RTCA",-0.131688200093864,14.2558440454818,-1.71981282895483,0.0920191149636513,0.349527152095134,-4.75530023385048,"RTCA",0.234913979621756,1.03612194807895,"no"
"F12",-0.131780657301306,10.3937440891715,-0.969674387944907,0.337607636615292,0.644722949954363,-5.65895863400554,"F12",0.43331235647763,0.471587738283434,"no"
"SRSF4",-0.132846986271517,12.3800363480022,-0.765191285968831,0.448049626897244,0.732234931328126,-5.85880589069034,"SRSF4",0.492128353134451,0.348673879988524,"no"
"FUS",-0.13388292522796,12.1829337393293,-0.949447519818182,0.347334221237687,0.648552176054568,-5.70893970633602,"FUS",0.435885944070693,0.459252425550393,"no"
"U2AF2",-0.133933164128822,10.4546777576712,-0.905658630162488,0.370027931602268,0.671182732724968,-5.72665374132107,"U2AF2",0.451095732771321,0.431765491925204,"no"
"UBA1",-0.13400316774503,15.3380648784456,-2.32192767833089,0.0246018440216145,0.173260680572277,-3.66835065221261,"UBA1",0.116446907604275,1.60903233930324,"no"
"DMD",-0.134374146199539,14.818692102562,-2.03469681134721,0.0475210439700549,0.246682663391723,-4.22051751758265,"DMD",0.165793146007928,1.32311402708718,"no"
"SSU72",-0.134560214246864,10.5946362455177,-0.747906184191886,0.458391101383015,0.738748239186901,-5.86272767779571,"SSU72",0.496505887355856,0.338763821794952,"no"
"FLOT2",-0.134679692090554,11.3770775477437,-1.69974625812432,0.0957616330758586,0.35363537032304,-4.78674416566316,"FLOT2",0.237675075254204,1.01880845627556,"no"
"RPL26L1",-0.134742775541666,12.1906952435054,-0.808454446730189,0.423064536937368,0.714565485597535,-5.81742380460935,"RPL26L1",0.480252881402418,0.373593377547221,"no"
"NRBP1",-0.13518194727027,11.207945709026,-1.801160905662,0.0780687857666413,0.320897141480195,-4.62453359220796,"NRBP1",0.215672013182657,1.10752257532916,"no"
"KTI12",-0.135254257475101,11.9903221466246,-0.386378121337198,0.700953245277224,0.881311908475463,-6.08050548156048,"KTI12",0.592321616409547,0.154310949216349,"no"
"C12orf57",-0.13586000522346,9.45288247169466,-0.726931944621108,0.471100981256446,0.749963627256948,-5.86657900424818,"C12orf57",0.504043646378995,0.326885991168652,"no"
"PPP2R3A",-0.136106037100312,11.2214549306257,-1.07386694711535,0.288342543856261,0.595721521496771,-5.597582989579,"PPP2R3A",0.400378947736353,0.540091274369086,"no"
"TBC1D4",-0.136538809365703,11.4349462528076,-1.8773137945463,0.0666637323068499,0.296342096611875,-4.49739232417803,"TBC1D4",0.199168793689603,1.17611037512053,"no"
"EIF5B",-0.136698983549666,10.7635610416948,-1.24186217986954,0.220988619607397,0.534931622795674,-5.37329615451371,"EIF5B",0.359522616721498,0.65563009088036,"no"
"TXNDC12",-0.137975133610951,12.6285975051653,-1.60460957487698,0.115251857898594,0.386679995970089,-4.93137813756928,"TXNDC12",0.259884063795806,0.938352064909214,"no"
"HNRNPF",-0.138074833283868,11.5697957446402,-1.45515610589748,0.152245954147261,0.442347374744249,-5.1434864730062,"HNRNPF",0.297297596348465,0.817454239679427,"no"
"BNIP1",-0.138615952358887,11.2563916944469,-1.05354763721786,0.298382604905866,0.6003049894931,-5.53768886602125,"BNIP1",0.403459454360895,0.525226498939311,"no"
"CDV3",-0.138786265143942,10.7179701096411,-1.07473863967039,0.288458981619664,0.595721521496771,-5.55581247936905,"CDV3",0.400378947736353,0.539915934060211,"no"
"CCDC134",-0.139104599789318,9.91790716839032,-0.995215510600994,0.32873709642532,0.635712833845126,-5.33201490413683,"CCDC134",0.427256740427811,0.483151285076367,"no"
"UBR3",-0.139360691530449,10.7611219116287,-1.47243565494439,0.147541505928724,0.435375805110042,-5.1199212007314,"UBR3",0.292612068608589,0.831085788091973,"no"
"RPL13",-0.139444523217879,11.9969422286158,-1.11063802739072,0.272598518740453,0.58214928113239,-5.53826748703106,"RPL13",0.391257169993855,0.564476508386141,"no"
"NUP54",-0.13991238607988,10.1498475267873,-1.57498843437269,0.1222344560896,0.393225597441013,-4.95786101660893,"NUP54",0.264283302256497,0.91280635562943,"no"
"HRG",-0.140260249010522,12.9561951721749,-0.929812758378162,0.357199960921717,0.659583780968753,-5.73534989613065,"HRG",0.443300184127502,0.447088597296044,"no"
"UFC1",-0.14195860754101,11.5433033018326,-0.867287436790229,0.392857817649742,0.691605696521012,-5.575761460537,"UFC1",0.464821818634012,0.405764600217029,"no"
"RPL13A",-0.142826523802691,10.8597743098348,-0.773539186175761,0.443230915095374,0.72819427433325,-5.84396679357748,"RPL13A",0.489412664784453,0.35336995543874,"no"
"EIF1B",-0.14384190027943,10.3730665219413,-0.873534590272908,0.387435859241983,0.686126997911024,-5.72442618902547,"EIF1B",0.461139635759504,0.411800185500768,"no"
"ATRN",-0.143899167676608,14.6262259531016,-0.910632886523558,0.367786934449741,0.670246353994059,-5.69035543529274,"ATRN",0.450466401250744,0.434403703040216,"no"
"CTNNA1",-0.144491126756892,10.3549485332574,-0.80856050177103,0.423528270894629,0.714565485597535,-5.76043243085593,"CTNNA1",0.480252881402418,0.373117594816754,"no"
"GCN1",-0.144508579600863,11.8709526186257,-1.40211435959274,0.167565620870752,0.464421060430526,-5.2044574903804,"GCN1",0.312133117189695,0.775815079963909,"no"
"RPN1",-0.144707972028371,13.6980355934345,-2.16332507094781,0.035612594577218,0.214403505960335,-3.98053480062402,"RPN1",0.144098621603767,1.44839638438471,"no"
"POLR2I",-0.144836009893996,10.2117338718383,-0.798439587358388,0.430851284230541,0.719314439388464,-5.65059366285447,"POLR2I",0.483444609505313,0.365672608222861,"no"
"YWHAQ",-0.145133639726041,12.2395130628426,-1.66717288201968,0.102103832369744,0.369300375795416,-4.83709406435855,"YWHAQ",0.248203381150482,0.99095795677894,"no"
"CACNA1S",-0.145231374549079,14.0887984330022,-1.31483336106539,0.194919619167367,0.503091550635201,-5.32540010845395,"CACNA1S",0.338123197483748,0.710144445811534,"no"
"SRP14",-0.145412375942385,9.89480757556956,-0.888642050284275,0.379006993829523,0.678674212037596,-5.74125103400823,"SRP14",0.456130687017463,0.42135277590648,"no"
"MYL1",-0.145900670103089,20.5087285600515,-0.607569015894868,0.546385956642413,0.800533961209708,-5.97383759103756,"MYL1",0.538031502053253,0.262500471535684,"no"
"FAF1",-0.146537578467939,11.5989802267051,-1.45135448436109,0.154254841534844,0.444716708144955,-5.08910736084873,"FAF1",0.298890003504459,0.811761196054081,"no"
"TM9SF2",-0.146558353690441,12.696265697534,-1.01883528577556,0.313826568439961,0.619275836285016,-5.62460959541823,"TM9SF2",0.416209585759759,0.503310291984167,"no"
"HNRNPH3",-0.146856608297082,13.3258807700897,-1.47344791016753,0.147269508771922,0.435375805110042,-5.11853288423142,"HNRNPH3",0.292612068608589,0.831887161798648,"no"
"RPL31",-0.147047334159998,11.0992309237546,-1.07042438517884,0.289872493559951,0.596078743889685,-5.60109561957556,"RPL31",0.400619033616452,0.537792993551157,"no"
"C3",-0.147524867104268,14.3279453186067,-1.37762246742302,0.174818178657338,0.47772588537356,-5.24609395955911,"C3",0.32107516749052,0.757413408772115,"no"
"TSG101",-0.147735343557502,11.7670486894428,-1.32996181855895,0.189923072702872,0.495967589313749,-5.30660440041417,"TSG101",0.33333524869447,0.72142227202519,"no"
"TRMT112",-0.147750895378534,11.1482037504409,-1.25725865305842,0.21526392982293,0.530432401435477,-5.36303747518773,"TRMT112",0.356498731485151,0.667028735579345,"no"
"MCU",-0.147991072860854,12.9514394571529,-1.05881293709524,0.29507442253811,0.599972125735857,-5.61286430878457,"MCU",0.403235739695476,0.530068434119088,"no"
"SCN1B",-0.14808420304538,12.1678031141489,-1.64826845647483,0.106233484872067,0.375409609229711,-4.84926049531037,"SCN1B",0.2523093406729,0.973738571738035,"no"
"AASS",-0.148307698147931,10.8467421301146,-0.996018619543169,0.325509911177183,0.633656363216623,-5.57331369778227,"AASS",0.425874605459408,0.487435783427497,"no"
"PRPF6",-0.148353140483202,13.1094587005408,-1.58477731983216,0.1201476393748,0.393225597441013,-4.93388095567927,"PRPF6",0.264283302256497,0.920284757665489,"no"
"TNNT3",-0.148457582580885,18.7444360930422,-0.172522906069473,0.863764218501692,0.951196425492887,-6.13871344012885,"TNNT3",0.639290356629303,0.0636047905977723,"no"
"FLII",-0.150543038798537,12.9896025783449,-1.79796136466471,0.0785818591296973,0.320897141480195,-4.62977597501216,"FLII",0.215672013182657,1.10467770064234,"no"
"TJP1",-0.151805108096273,12.7737863949239,-0.956910712719677,0.345530430495537,0.647437934878848,-5.55947714064381,"TJP1",0.435137072839151,0.461513698754831,"no"
"IRGQ",-0.151841640841937,10.4504284278672,-0.966127731550003,0.339904273206717,0.644722949954363,-5.60303273969496,"IRGQ",0.43331235647763,0.468643375521584,"no"
"ARPC1B",-0.152709254485567,10.3887411121876,-1.20464092102387,0.235055745338854,0.548208993704857,-5.40773541986867,"ARPC1B",0.368446215419036,0.628829129123818,"no"
"TIMM23",-0.152714482664448,9.44370666965306,-0.830537778573848,0.413467619825696,0.707561815683715,-5.57217638874435,"TIMM23",0.475545779360272,0.383558495982422,"no"
"GGCT",-0.153204452616436,13.8988026206398,-1.2680776492958,0.210990608751257,0.523932751963715,-5.38222818898308,"GGCT",0.352130376939858,0.675736874836312,"no"
"WBP2",-0.15336444313794,10.9381704454571,-0.973257573035502,0.337681887338741,0.644722949954363,-5.52157829762098,"WBP2",0.43331235647763,0.471492233530413,"no"
"RAB9A",-0.1535113442915,11.2311429567852,-0.93131166110013,0.356990860345641,0.659583780968753,-5.68390875121204,"RAB9A",0.443300184127502,0.447342902521603,"no"
"VCAN",-0.153548615878446,10.8447700196232,-0.824616179567392,0.418364756649914,0.709915004956858,-5.46090807526163,"VCAN",0.477127336196825,0.378444907881561,"no"
"ACSL3",-0.153799689467913,12.4295512378424,-2.40286057626721,0.0202512681238202,0.158045109184717,-3.50236512914737,"ACSL3",0.106220662216913,1.69354777630444,"no"
"GPD2",-0.153997606281139,12.9594830159298,-0.773348747724068,0.443172564482843,0.72819427433325,-5.86331217525308,"GPD2",0.489412664784453,0.353427133348481,"no"
"CYRIA",-0.154095130289004,11.2969657320774,-1.07233921135183,0.291302526709369,0.597559521577542,-5.44417756897607,"CYRIA",0.401614250661836,0.535655748358337,"no"
"DHTKD1",-0.154448631838195,12.7093923649005,-0.886489339553947,0.379849157247127,0.678674212037596,-5.7730578584824,"DHTKD1",0.456130687017463,0.420388832806698,"no"
"SIGLEC1",-0.154716531775165,15.3613194540549,-1.28882588236847,0.210732010785813,0.523932751963715,-5.04491658069833,"SIGLEC1",0.352130376939858,0.676269488826158,"no"
"PML",-0.154839080399503,10.4496664374851,-1.29548597310792,0.203135779126264,0.515369573627938,-5.24764998925139,"PML",0.346375143651084,0.692213575814403,"no"
"FGGY",-0.15494157181308,10.7333432042113,-1.17693821070273,0.245520422360134,0.559996343088819,-5.45840913698633,"FGGY",0.376368384373238,0.609912377474092,"no"
"DNAJB11",-0.15518173851166,11.388431562571,-1.09607377368564,0.280706571376696,0.58942246560744,-5.4231054421245,"DNAJB11",0.396145410290255,0.551747420357252,"no"
"IGKV2-28",-0.155572418621976,11.71845342712,-0.580895583739741,0.564814492956659,0.811340400196337,-5.88371367428903,"IGKV2-28",0.54529441016403,0.248094167957759,"no"
"F13A1",-0.155716461670522,11.6174032342599,-1.45058873211001,0.15411824411183,0.444716708144955,-5.1138646761707,"F13A1",0.298890003504459,0.812145947601466,"no"
"THOP1",-0.156231318692805,11.3773084991558,-2.08669074281641,0.0423440931097517,0.23297332144163,-4.1249675926948,"THOP1",0.156579223552441,1.37320716405252,"no"
"PSMD5",-0.156256067277958,13.1248079585764,-1.55917997900729,0.125635359270727,0.399786689599895,-4.9978244713614,"PSMD5",0.268692951865888,0.900888113982688,"no"
"MRC2",-0.156953518905478,10.0169657883445,-0.801904511159332,0.4288747637419,0.718446219562986,-5.64572980515474,"MRC2",0.482861086957302,0.367669508179413,"no"
"TRIM55",-0.157229466516988,11.7232320575667,-1.37627040572725,0.175519401665828,0.478282074671627,-5.22756199959724,"TRIM55",0.321448977194999,0.755674870248353,"no"
"SESN1",-0.157842802796933,12.4363539772762,-2.39180329335975,0.0208016814309537,0.159497998844254,-3.52530270211105,"SESN1",0.107197135975324,1.68190155894728,"no"
"C9",-0.158043607354106,11.8817084436548,-0.779315191776885,0.440043283342731,0.725054322110317,-5.8196872941511,"C9",0.487302331815784,0.356504603531109,"no"
"PDK1",-0.158667177048995,10.572466121809,-1.05134147235095,0.299381931525945,0.601595122806911,-5.55041761192682,"PDK1",0.404326541078402,0.523774413997537,"no"
"PON1",-0.158707409554511,10.7743203799911,-0.905397668258479,0.370396020730289,0.671182732724968,-5.70280703527721,"PON1",0.451095732771321,0.431333687714079,"no"
"THTPA",-0.158759340591338,10.6167954181456,-0.975102072240025,0.336562848943168,0.644722949954363,-5.53728858004893,"THTPA",0.43331235647763,0.472933824751875,"no"
"BNIP3",-0.159339401496844,11.1879976611028,-1.36519117160712,0.178950704183798,0.485338551422286,-5.24415508642767,"BNIP3",0.326191570225811,0.747266588290819,"no"
"CLNS1A",-0.160023553573435,12.4900460809287,-1.41118553297663,0.164748705595525,0.46068915444413,-5.20230767037073,"CLNS1A",0.309624937548761,0.783177988903478,"no"
"AHSG",-0.160268790072632,13.937787902809,-1.20364815699341,0.234728546708437,0.548208993704857,-5.45739174070936,"AHSG",0.368446215419036,0.62943409010297,"no"
"STAT5B",-0.160796028414646,11.3200454160826,-1.63105218480253,0.109535913334302,0.375495883641847,-4.89191928853612,"STAT5B",0.25236732491067,0.960443466159377,"no"
"CD36",-0.160874990744865,15.0550862818151,-1.53386547489704,0.131740052004543,0.411473644157706,-5.03410691141918,"CD36",0.276547646382115,0.880282169456205,"no"
"SH3BGR",-0.160956416472196,16.9403250782655,-2.11248720919823,0.0399633850881992,0.228600077796187,-4.0768246102677,"SH3BGR",0.153640006777868,1.39833773208618,"no"
"UBE4A",-0.161091851677298,10.9332130121979,-1.42213803976641,0.161562129674675,0.455756966587172,-5.1878102179311,"UBE4A",0.306310059517755,0.791660430694772,"no"
"DPT",-0.16118157002367,11.7203110629637,-0.860199721850337,0.394657907909429,0.692512932746734,-5.72055703661373,"DPT",0.465431563745269,0.403779190649011,"no"
"WASHC2A",-0.161276219728871,10.3583579332756,-1.50730985855356,0.139958933163652,0.424738530853483,-4.97834736704792,"WASHC2A",0.285462854554808,0.853999376584279,"no"
"GPC4",-0.161686296299836,10.375612344983,-0.973491215843246,0.338889893661862,0.644722949954363,-5.45599008010847,"GPC4",0.43331235647763,0.469941382453064,"no"
"IL18",-0.162662578853404,12.3034559718477,-1.04539850462292,0.301654188733384,0.603936823693296,-5.58800887841458,"IL18",0.40590037667603,0.520490639745341,"no"
"TMEM14C",-0.162727595602476,11.6578357714451,-1.25903404533482,0.214210203994189,0.529192817579476,-5.39299910410708,"TMEM14C",0.355665618592654,0.669159845209023,"no"
"FGA",-0.162941229885655,14.722094653075,-0.967296056815419,0.338327238120997,0.644722949954363,-5.70132906888346,"FGA",0.43331235647763,0.470663036532288,"no"
"APOE",-0.162952065937018,11.8536346735608,-1.70744014473541,0.0944541847624683,0.351405331780684,-4.76720307549902,"APOE",0.236176286889539,1.02477879603768,"no"
"AK4",-0.162998032837008,11.6642819300504,-0.86679219793313,0.390845720324944,0.690446208147558,-5.75171511796647,"AK4",0.46404253717762,0.407994639110309,"no"
"SLC25A42",-0.163426659147671,10.9877699781769,-1.23925687026654,0.222811915709043,0.535752087563946,-5.32231989917686,"SLC25A42",0.360074043535406,0.652061587338935,"no"
"TNNI1",-0.163446238811598,17.2524343081568,-0.183232177305769,0.855400804146143,0.946315165316685,-6.13685566240827,"TNNI1",0.636009706623467,0.0678303458069745,"no"
"NEB",-0.163624524959172,18.0472014883705,-1.39614642798299,0.169203560385615,0.466807525925099,-5.2220471679221,"NEB",0.313737038668183,0.77159050276533,"no"
"POLR2H",-0.164147406562526,9.86137326967336,-1.07342678448726,0.289644465602722,0.596078743889685,-5.51645154969842,"POLR2H",0.400619033616452,0.538134765390926,"no"
"MYBPC2",-0.164496012186561,16.1141821804964,-0.182821785682213,0.855720997565243,0.946315165316685,-6.13692891259642,"MYBPC2",0.636009706623467,0.067667811221136,"no"
"APOA2",-0.165169243190244,13.6633631383218,-1.59349373045935,0.117725912428986,0.389228985645592,-4.94779404007333,"APOA2",0.261597216279376,0.929127934893834,"no"
"ARHGAP10",-0.166163213134453,9.93660876138505,-1.10914766667063,0.274682220476892,0.584211627188715,-5.44532684911178,"ARHGAP10",0.392643253783182,0.561169450512711,"no"
"RBFOX1",-0.166384040948326,10.1429622615105,-0.997189987411497,0.325292866553078,0.633656363216623,-5.55816389581129,"RBFOX1",0.425874605459408,0.48772546039046,"no"
"PPP3CA",-0.166616114303922,12.0215872103725,-1.39949748999796,0.168202925342128,0.464936753366592,-5.21766553050348,"PPP3CA",0.312479709662262,0.774166455334206,"no"
"ERI3",-0.166652882020177,11.85553973667,-0.966014677756041,0.339067340380646,0.644722949954363,-5.69211773397049,"ERI3",0.43331235647763,0.469714040288427,"no"
"RRM2B",-0.167585879388705,10.9514441282582,-1.00384342313512,0.320798870306792,0.627025859725073,-5.64898118139152,"RRM2B",0.421418305132639,0.49376716975318,"no"
"NUCB2",-0.167730226462215,10.2183194377844,-0.92233258571609,0.362299893673537,0.664755413633227,-5.63699720497279,"NUCB2",0.446775990808245,0.440931793420619,"no"
"RBM20",-0.168294544811957,10.4018063112277,-1.60865436454287,0.11514995066418,0.386679995970089,-4.88128406971411,"RBM20",0.259884063795806,0.938736243772517,"no"
"CAMK2G",-0.169214666545797,15.6965949057582,-2.39953362335657,0.0204154833207492,0.158605071668804,-3.50927525394645,"CAMK2G",0.106597007844963,1.69004033403392,"no"
"GLUL",-0.16945841817796,11.3989605118841,-1.18190688580431,0.243163930856294,0.557286758305844,-5.48192646903606,"GLUL",0.374547297397088,0.614100844661674,"no"
"SIPA1",-0.169555694610763,9.94160037409582,-0.621204642362272,0.539285704533847,0.798651350265935,-5.73712002086717,"SIPA1",0.536766216577632,0.268181091902368,"no"
"DPYSL3",-0.169852217568412,13.8426231004015,-0.417917492326786,0.67790292511957,0.872478668108019,-6.06817154652399,"DPYSL3",0.586384876916682,0.168832492126039,"no"
"SART3",-0.169935398436934,15.6528806134952,-1.01143839063483,0.316964445478926,0.622909677106846,-5.65961231333545,"SART3",0.418651856706812,0.498989450710664,"no"
"MYBPC1",-0.171237192350947,19.5566667662743,-2.35771201455478,0.0225843680569518,0.167379776627743,-3.59550638172578,"MYBPC1",0.112494406228909,1.6461920571158,"no"
"APOH",-0.171296125287629,14.0642972153663,-1.4326679178714,0.158543997907889,0.45210914536938,-5.17377562130069,"APOH",0.303858392475342,0.799850194663852,"no"
"NMT1",-0.171650402020767,9.86825493212067,-0.910711119821746,0.36882336920961,0.670439958027305,-5.60574640716844,"NMT1",0.450596520738309,0.43318156918771,"no"
"CNPY2",-0.171777991383861,11.607597515742,-1.59871982361234,0.116557433886516,0.387583716141667,-4.9400888194096,"CNPY2",0.260491445799456,0.933460022504314,"no"
"ZNFX1",-0.172040096804126,11.1415843025311,-0.421118326873882,0.67790879532541,0.872478668108019,-5.71198014263911,"ZNFX1",0.586384876916682,0.168828731429822,"no"
"EIF2B3",-0.17233358658668,11.3910224535749,-1.43718993904246,0.157261467796475,0.449340744952664,-5.16771950216573,"EIF2B3",0.301997776053473,0.803377675172777,"no"
"GMPR2",-0.172571880921076,10.4524604043515,-1.16161344064732,0.252793157315286,0.564220339745821,-5.39488811229975,"GMPR2",0.37920729362151,0.597234685850224,"no"
"SUMO2",-0.17340832161547,12.0851950814626,-1.49538938010431,0.143030650226689,0.431004828050758,-5.00392194568568,"SUMO2",0.289674375185697,0.844570887024601,"no"
"UACA",-0.174516784256783,10.9564789086012,-1.53447683921044,0.133854426247231,0.414503019195239,-4.91334345789558,"UACA",0.278583661442942,0.873367263154936,"no"
"USP13",-0.176250298842863,10.6273956824012,-1.16331355236368,0.2529971369841,0.564220339745821,-5.33560657538729,"USP13",0.37920729362151,0.596884393444903,"no"
"TPD52L1",-0.178500632137984,10.038148146438,-1.19883091867209,0.236707706107189,0.549459192195672,-5.45274104079861,"TPD52L1",0.369286462309826,0.625787603222791,"no"
"GOLPH3",-0.179226415644518,11.2548419396391,-2.22601426112198,0.0314093872180896,0.198581717872264,-3.82479997384973,"GOLPH3",0.133464943555519,1.50294053639354,"no"
"TTLL12",-0.179239827734166,11.6831479296828,-2.34469608261251,0.0233953866989902,0.17032550467977,-3.61594955285143,"TTLL12",0.114474202921203,1.63086977202129,"no"
"TECR",-0.179271238769189,12.1808159557516,-1.13438975411834,0.262360382453674,0.573888454183568,-5.53408294967229,"TECR",0.385705144287462,0.581101744680358,"no"
"CLU",-0.179440438903931,13.2768305625175,-1.52034942056181,0.135095379411664,0.416964735569197,-5.05325998764195,"CLU",0.28023815834437,0.869359504644394,"no"
"SRGAP3",-0.179960206960214,10.0526302192703,-0.878268923431774,0.384443425324312,0.683159830707088,-5.76094805791402,"SRGAP3",0.459145430010675,0.415167561915199,"no"
"DCTPP1",-0.180483688876672,13.4224847534265,-2.30445680427145,0.0256441826921596,0.17687124091267,-3.70359758482717,"DCTPP1",0.118873531954178,1.59101113781255,"no"
"CAPZA2",-0.180957510984495,16.9784167639388,-3.1726126700146,0.00265695852874404,0.0543263222579367,-1.7213837120457,"CAPZA2",0.0365122208198358,2.57561522424165,"yes"
"PAICS",-0.180997524579016,12.3819016997761,-2.08732625349665,0.0422839869656869,0.23297332144163,-4.12378740314957,"PAICS",0.156579223552441,1.37382406971934,"no"
"HS1BP3",-0.181343646635327,10.4829716240822,-1.44151045432285,0.157187031502803,0.449340744952664,-5.09648248118094,"HS1BP3",0.301997776053473,0.803583287680206,"no"
"MYL3",-0.182788388744878,19.110510419164,-0.233097797763719,0.816693538006415,0.932781528880116,-6.12673512307093,"MYL3",0.626913874225293,0.0879408807029864,"no"
"ABRAXAS2",-0.183022532476276,12.7097309011795,-1.89740575796358,0.06390204906156,0.289214454386935,-4.46309656759744,"ABRAXAS2",0.194378370998993,1.19448521567789,"no"
"ATP2A1",-0.18343572697199,18.4286063729208,-0.376276251920374,0.708397904083373,0.881420697877308,-6.08425280218131,"ATP2A1",0.592394732764529,0.14972273241473,"no"
"VDAC3",-0.184294556676385,17.2982513003757,-1.23205541467946,0.224031849151244,0.537448833927887,-5.42470319298493,"VDAC3",0.361214411138818,0.649690236454249,"no"
"TMEM182",-0.184493671701324,12.0612399179192,-1.06282084351089,0.294903476257943,0.599972125735857,-5.49669029258793,"TMEM182",0.403235739695476,0.530320108049273,"no"
"AGPAT3",-0.185370786622778,9.87948074136248,-1.29054591890301,0.204058102958496,0.515654576840843,-5.29792078816645,"AGPAT3",0.34656669168547,0.690246155116188,"no"
"PSMA4",-0.185398099482997,13.8016698814023,-1.8947962778456,0.0642551277458727,0.289453021084032,-4.4675683765846,"PSMA4",0.194538709478806,1.19209220865229,"no"
"TMEM256",-0.185477162992369,11.1838454387569,-0.901970373842691,0.373036189393706,0.673849206780735,-5.64573978565309,"TMEM256",0.452887845424784,0.428249033897492,"no"
"SLC16A1",-0.185695111950226,11.6983849226695,-2.07709709549373,0.0432605547913277,0.23621246110492,-4.14274773347231,"SLC16A1",0.158756219486213,1.36390791528835,"no"
"ARL8A",-0.18594367657035,10.0355083891045,-1.2229773051647,0.227541068607717,0.542149504790121,-5.42513911946218,"ARL8A",0.364373688730045,0.642940206655103,"no"
"HARS2",-0.186239668578828,12.2675661425515,-1.57637743112349,0.121913987253825,0.393225597441013,-4.95351254794489,"HARS2",0.264283302256497,0.913946464696058,"no"
"PPTC7",-0.187077553802489,10.5921399906259,-1.16091747461051,0.257485320738695,0.568782457724925,-5.2025439523616,"PPTC7",0.38227345109612,0.589247525084549,"no"
"STT3B",-0.187460384587487,11.749885025591,-1.55182425989196,0.1273853180438,0.403573485626677,-5.00842219340919,"STT3B",0.271238022597404,0.89488062427697,"no"
"AP2A1",-0.187691458482,11.1613924637511,-1.72706760716309,0.0906962534435956,0.346786868273058,-4.74385250453222,"AP2A1",0.233072260104178,1.04241065276768,"no"
"DCXR",-0.18819545683947,12.7761039649298,-1.2063379732077,0.233699972638609,0.547721831247336,-5.45432715644775,"DCXR",0.36811879801832,0.631341338454593,"no"
"AK6",-0.189039611611884,9.99275946698925,-1.16834265386482,0.24972644016954,0.562707752492604,-5.41685141941057,"AK6",0.378190697660229,0.6025354736205,"no"
"RASA4",-0.190039287252732,10.2672052821267,-1.30132606211413,0.201150645469549,0.514567267869309,-5.24236280206321,"RASA4",0.345835921340304,0.696478569488873,"no"
"HYI",-0.190585260776375,12.7633097503511,-1.95437440475029,0.0570022475101917,0.271183959689576,-4.34267628321492,"HYI",0.182260241581818,1.24410802043222,"no"
"RPIA",-0.191366936320964,12.6356597122437,-2.07993144359458,0.0429880116665077,0.235616801586581,-4.13750179189481,"RPIA",0.158355882210228,1.36665264193193,"no"
"APOC1",-0.191945277320498,11.6667619139604,-1.01277612524296,0.316331612396548,0.622514702074571,-5.65832029107376,"APOC1",0.418386397625517,0.49985740497535,"no"
"PPP6R2",-0.192090830102188,9.5584022932191,-1.09969743731109,0.277849421136662,0.58598381941258,-5.51264990274101,"PPP6R2",0.393834327854159,0.55619050367405,"no"
"POLR2B",-0.192282777395839,11.0171260998946,-1.08959325651495,0.283981533128884,0.593274463775777,-5.40508526487971,"POLR2B",0.398734302780568,0.546709900519808,"no"
"TMED1",-0.192566134407336,11.4207509316869,-0.796669762408459,0.429902117205417,0.719314439388464,-5.81199749919095,"TMED1",0.483444609505313,0.366630416040552,"no"
"RPA2",-0.19275802110797,10.4036946568793,-1.8349796900853,0.0747380466360696,0.314848679884058,-4.47193932695571,"RPA2",0.211606897852929,1.12645825711873,"no"
"PRKAR2A",-0.19404020992658,14.6901554806914,-2.37563246600398,0.0216308775138867,0.163684300239224,-3.55870054401751,"PRKAR2A",0.110010710585175,1.66492586189662,"no"
"NID1",-0.19422925491758,14.5902444297644,-2.95582694413722,0.00485509291475462,0.0740615646419218,-2.25727486131714,"NID1",0.049776095455704,2.31380245432877,"yes"
"IGKV4-1",-0.194290735406895,13.2748661418716,-0.731837058265147,0.468046255519839,0.74811541638024,-5.87417457787511,"IGKV4-1",0.502801480871608,0.329711224865301,"no"
"FKBP9",-0.194306357556208,10.6252121297968,-1.00352024250124,0.32877136152032,0.635712833845126,-5.2502065402399,"FKBP9",0.427256740427811,0.483106019828401,"no"
"TPRKB",-0.195055574682931,10.8725369901093,-1.54259739603666,0.131627724387631,0.411473644157706,-4.91607800688337,"TPRKB",0.276547646382115,0.880652626828147,"no"
"PLIN2",-0.195796380051327,12.0615419022434,-1.21671809521072,0.229891778250762,0.545690277894953,-5.4323434973938,"PLIN2",0.366753409721699,0.638476560371324,"no"
"MTRR",-0.195942314731868,10.6146515815174,-1.84895866837315,0.0713156036644982,0.307055794737646,-4.51158802105505,"MTRR",0.206369371521983,1.14681543727316,"no"
"RBP4",-0.196090635673116,13.4870000194258,-1.60100214913779,0.116050096888043,0.387236608018781,-4.93671675201757,"RBP4",0.260258157627086,0.93535449262362,"no"
