"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated_q"
"MRPL44",0.0398070198356315,11.7505439579346,0.39829485008929,0.693885702216903,0.860598500801484,-6.09485315766823,"MRPL44",0.555895123163891,0.158712061223187,""
"RAB7A",0.0398057161089618,14.6008349402761,0.346388037272014,0.73202815493088,0.882998543917208,-6.11400389993828,"RAB7A",0.570364210334152,0.135472214985363,""
"AHCY",0.0396413043064303,14.5928563799609,0.575656939060799,0.570132402543543,0.800308345559652,-6.00965343270372,"AHCY",0.516951291350897,0.244024275877176,""
"PSMD1",0.0396239794760351,12.5933809772601,0.53252554712695,0.599191180352033,0.818037421616337,-6.03316562948198,"PSMD1",0.52840321336672,0.222434587752906,""
"UBE2M",0.0395833259316412,13.2311639264972,0.385222376662007,0.703419104278113,0.867166838965919,-6.09992462140214,"UBE2M",0.560137876491372,0.152785840781806,""
"VPS4A",0.03932711233678,12.7233796231213,0.502431640753697,0.619880170507589,0.826410743836316,-6.0485123450463,"VPS4A",0.53381187836257,0.207692256174438,""
"SCRN3",0.0392964516986805,12.5340232797005,0.394336828004636,0.696766839788556,0.86267804494132,-6.0964062988868,"SCRN3",0.557238384213803,0.156912526254603,""
"PSMB4",0.0390861449181461,13.6215192285664,0.434631355473262,0.66765968925264,0.849389004239218,-6.07988038145543,"PSMB4",0.548654459293012,0.17544484402056,""
"YWHAE",0.0390118663394858,17.7280518358794,0.653123186527113,0.519800099570644,0.764490392849023,-5.96296995372163,"YWHAE",0.493815037668128,0.284163641643438,""
"COX4I1",0.0387511136172876,18.1206510384576,0.28210902647611,0.780245179419108,0.907195815002134,-6.134052971191,"COX4I1",0.585994199205219,0.107768905851541,""
"SEPHS1",0.0384927945108799,11.2553831846222,0.216276245352825,0.83057506628382,0.932799779435919,-6.15036124645443,"SEPHS1",0.602532827786546,0.0806211104737743,""
"CLIC5",0.0384560243809506,13.4683200908328,0.383442960371354,0.704720667242058,0.867428409575547,-6.10060202769365,"CLIC5",0.560306835449725,0.151982991823909,""
"CPNE1",0.0383869086008204,13.0804161036653,0.27137028589227,0.788394941374353,0.909716493716241,-6.13700558109537,"CPNE1",0.58762240678742,0.103256170973331,""
"EHD4",0.0382780824891693,11.374351799447,0.346329974505472,0.732071239709036,0.882998543917208,-6.11402384347174,"EHD4",0.570364210334152,0.135446654587645,""
"SYAP1",0.0377146174712664,10.6061633954382,0.214785653603688,0.831800361158437,0.932885359793827,-6.12637356076494,"SYAP1",0.602588107575618,0.0799808954052254,""
"TKT",0.0375109902444315,11.9830023501148,0.256480084256825,0.799827764373549,0.916332682706475,-6.11661012462786,"TKT",0.59189606888441,0.0970035243023463,""
"PCBD2",0.0371893790924283,16.2123606353698,0.511701208516685,0.613472253962414,0.823495544456788,-6.04387820682642,"PCBD2",0.531928834043273,0.212205074703091,""
"APOOL",0.0371476359701841,12.558848343379,0.377970441661643,0.708729314355904,0.870715902928672,-6.10266594992738,"APOOL",0.562430359393508,0.149519603643569,""
"PFN2",0.0371202055752278,14.6876596574431,0.237945203132129,0.813915587076012,0.922416201334167,-6.14546662169776,"PFN2",0.595825657808468,0.0894206343836127,""
"HGS",0.0367140234109122,10.8565469501079,0.213437751134782,0.832921727871766,0.932885359793827,-6.10733814390667,"HGS",0.602588107575618,0.0793958086178796,""
"NXN",0.0366162124215652,12.9887501400485,0.342313938623835,0.7350534617569,0.883729822884397,-6.11539524989123,"NXN",0.570836572778606,0.133681072750301,""
"CAPN2",0.0365011854399384,14.2298834915036,0.454070288758826,0.65380202839225,0.841098240115894,-6.07134265980435,"CAPN2",0.543299121886352,0.184553736373889,""
"CORO1C",0.036353128708507,10.967484028267,0.285459138513882,0.777922804734371,0.907195815002134,-6.08949282140141,"CORO1C",0.585994199205219,0.109063497022195,""
"ACTB",0.0361948044925491,17.2443744713153,0.510653866202091,0.614194708896168,0.823495544456788,-6.04440595695485,"ACTB",0.531928834043273,0.211693929193984,""
"EIF2S1",0.0359095808177585,12.2729146566655,0.427961812166106,0.672442491571547,0.851822463592413,-6.08272502783007,"EIF2S1",0.550226328388297,0.172344851342041,""
"SGCG",0.0358595769716317,14.100203970088,0.417738218848101,0.679801306260419,0.853849514439325,-6.08700143530782,"SGCG",0.551535681912797,0.167618005241122,""
"STAM",0.0353317001658038,11.453433870257,0.289482182258348,0.774768771099561,0.907195815002134,-6.10766476564206,"STAM",0.585994199205219,0.11082789287351,""
