"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated_q"
"FSD2",0.0949707549144705,13.2207967850586,2.81849184166664,0.00592618715343323,0.0345915527123007,-2.86755295192418,"FSD2",0.0171776949654565,2.22722463729406,"+"
"SARNP",0.0949678719865652,11.6290176032149,1.31953891078608,0.190554484696287,0.369996585458097,-5.76475072847299,"SARNP",0.183735275953646,0.719980825658904,""
"NCK2",0.0948207710503066,11.4558351574869,1.14755649779609,0.254729370903984,0.441691399777272,-5.92278095517748,"NCK2",0.21933794638659,0.593920976959731,""
"RPL24",0.0948132930193291,13.476415920596,1.36341957300828,0.176133697947731,0.352759733276169,-5.7362378527183,"RPL24",0.175175689415036,0.754157546743162,""
"FIS1",0.0947255834284642,13.9899927705046,1.85256677830819,0.0671693875272692,0.18351521892579,-4.98099701817488,"FIS1",0.0911311636816239,1.17282861172423,""
"PDAP1",0.0945493041947412,13.5170140017821,1.94243102302595,0.0551611552469259,0.161483014236659,-4.81794164740927,"PDAP1",0.0801902702584789,1.25836664691766,""
"MLIP",0.0945037610173154,13.2357999017638,2.19058394517555,0.0310240599992815,0.108565269789915,-4.33112681509909,"MLIP",0.0539120375371443,1.50830136835654,""
"HARS1",0.0943311476143416,12.1789229750175,2.98452783388271,0.00364249027014427,0.0246091160579989,-2.43241388650056,"HARS1",0.0122205525877855,2.4386015996481,"+"
"AS3MT",0.0941759250632703,12.3276483413162,1.72548877582719,0.0878537502771516,0.223415127146687,-5.19482460588927,"AS3MT",0.110944915850215,1.05623969472749,""
"VWA8",0.0940636067375893,12.1591434073543,1.67634695720137,0.0970851766945269,0.23745809728685,-5.27986235590982,"VWA8",0.117918463972874,1.01284707463586,""
"GUSB",0.0938941676092577,11.4856502145741,1.81503474051601,0.0728322855351433,0.194841516638693,-5.04254505116463,"GUSB",0.0967556491974481,1.13767606132506,""
"HSPA12A",0.0936101769453783,10.9172929143853,1.83287946110939,0.0701841914104056,0.189447683880824,-5.00121328845105,"HSPA12A",0.0940771451539909,1.15376069921473,""
"DCTN2",0.0935046628832152,13.8995774704774,3.28957690170676,0.00142562248682622,0.0123788031867044,-1.57481016237151,"DCTN2",0.00614714543019098,2.84599546297925,"+"
"MRPL44",0.0934922003949259,11.9772821625581,2.20280408977258,0.0301213597369349,0.106841357680762,-4.30578913561453,"MRPL44",0.0530559662123156,1.52112542712875,""
"ACAA2",0.0934337804048182,15.6218970388671,2.0356239779237,0.044681168954878,0.140875940841233,-4.64136204879772,"ACAA2",0.0699570776677473,1.34987547333592,""
"RPL22",0.0933741271000397,12.899083765196,1.8813143146011,0.0631098783990918,0.17707994348927,-4.92961153579926,"RPL22",0.0879354933575241,1.19990265662849,""
"HLA-A",0.0933570775638008,12.3832269623729,1.5450497266616,0.125787211929295,0.284209563917115,-5.48428271537857,"HLA-A",0.141134606932448,0.900363508897449,""
"RPS27A",0.0933152168317726,16.9599407435015,2.38173432231485,0.0193030314904402,0.0794863336948297,-3.92042365392617,"RPS27A",0.0394718330653814,1.71437448082727,"+"
"GARS1",0.0932080348236193,13.9407874349032,3.39929699223914,0.00100259038895485,0.00954625931808836,-1.25028081053267,"GARS1",0.00474054264031221,2.99887646294248,"+"
"MDH2",0.0929995190120696,20.153194911451,1.87469287362074,0.0640261670125874,0.178940582353852,-4.94151207047169,"MDH2",0.0888594613309334,1.19364249685004,""
"TNFAIP2",0.0927577469200278,10.44930034219,1.17845337115362,0.242471061901835,0.425736383368402,-5.86101625446534,"TNFAIP2",0.211414902072278,0.615340085541196,""
"PTRHD1",0.0923827251455283,12.6176979146003,2.27447166886291,0.0252754706520518,0.094698692314596,-4.15465253585903,"PTRHD1",0.0470260836146075,1.59730074870686,"+"
"EEF1G",0.0922014243247062,15.7354007677785,2.77816157013242,0.00663335929643083,0.0372768779285701,-2.97371851364584,"EEF1G",0.0185111909733337,2.17826647846957,"+"
"PPP6C",0.0918133782692685,9.51300019702424,1.08797835803471,0.279893396868552,0.470207781609185,-6.00064108391114,"PPP6C",0.233498794056573,0.55300734711218,""
"ANXA4",0.0918104731928437,12.5556908893572,2.03577631952827,0.0446655423415312,0.140875940841233,-4.64106720639428,"ANXA4",0.0699570776677473,1.35002738831786,""
"PPP2R2A",0.091654879883956,13.4814961597311,2.25038597537798,0.0268215377522307,0.0986784688034571,-4.20592828241874,"PPP2R2A",0.0490023865324017,1.57151632647832,"+"
"TAF15",0.0916166752308305,13.5009930074803,1.39146407512251,0.1674597288089,0.342080957067932,-5.70329225321412,"TAF15",0.169872754278382,0.776089616441314,""
"GMPR2",0.0914103704388083,10.4923479458204,1.06019558705437,0.292528716347843,0.482941993694077,-5.99948165779283,"GMPR2",0.239822430715471,0.533831494575791,""
"RPL17",0.0912109102417329,12.1476645357502,0.831821940112504,0.407699752093495,0.594260669072708,-6.30832729627508,"RPL17",0.295101772048213,0.389659552625498,""
"IPO7",0.0911586399078548,12.0966437039479,2.11925889767364,0.0367778694943766,0.123425496453025,-4.47647972615302,"IPO7",0.0612914241422927,1.43441343261929,""
"ACO2",0.0907114073219297,17.968518751689,1.96839370929478,0.0520506136243465,0.155392769424351,-4.7695101969085,"ACO2",0.077165937453274,1.28357414622843,""
"TBCA",0.0906694377824797,11.8676281053277,2.37998719364443,0.0193892812588522,0.079612722188926,-3.92431526519705,"TBCA",0.0395345958738852,1.7124382894824,"+"
"CYRIB",0.0906693301683674,12.7474404907305,1.8658540424239,0.0652666803506742,0.180603029046144,-4.95733737849067,"CYRIB",0.0896850097650853,1.18530847619705,""
"CTSA",0.090559598302967,11.2777740461269,0.714088972952586,0.477095404438221,0.659284199189943,-6.37824254329952,"CTSA",0.327391573411591,0.321394766708176,""
"SLMAP",0.0905495260694051,13.8471384576898,2.00474348695753,0.047947061309872,0.146187529483078,-4.70071228226461,"SLMAP",0.0725947404009138,1.31923800571995,""
"KPNA3",0.0902295759836962,14.3831914836001,2.219783972628,0.0289051849099457,0.10391101307212,-4.27037253710369,"KPNA3",0.0516007969040871,1.53902424804593,""
"COX7A2L",0.0901126717316005,10.2825930553926,0.906052332566466,0.367995853719757,0.558620824555521,-6.12584965498846,"COX7A2L",0.277403509619107,0.434157074578587,""
"MRPL46",0.0898851795960107,11.6110587675622,1.85379834370545,0.0670267883722886,0.183324499922462,-4.97440574658076,"MRPL46",0.0910364552165101,1.17375158958149,""
"PPP1R3A",0.0896354261051995,13.1110903377366,2.2012127139777,0.0302375999991049,0.106988841478314,-4.3090959177757,"PPP1R3A",0.0531292046618231,1.51945268236755,""
"MAVS",0.0894920019503687,11.63985934926,1.44408310093275,0.152132281537368,0.325141422707677,-5.63071986927562,"MAVS",0.161460811729361,0.81777862154204,""
"PHKA1",0.089340552387811,14.4219055609002,2.02612031163306,0.0456653295070506,0.142567357698483,-4.65971567879842,"PHKA1",0.0707970122921026,1.34041340426862,""
"LONP1",0.0892290430530176,14.2386184730651,2.72229331278163,0.00776297127740373,0.0409233424366487,-3.11466794228073,"LONP1",0.0203219756912993,2.10997202070096,"+"
"POFUT1",0.0892048489659754,11.3058535479458,1.68549394465471,0.0954176314868935,0.234735563812392,-5.25121081563769,"POFUT1",0.116566490849654,1.02037136795881,""
"UBE2A",0.0891111743799655,11.6445643176007,1.44407871299372,0.152133512857988,0.325141422707677,-5.63072602843652,"UBE2A",0.161460811729361,0.817775106485398,""
"LMAN2",0.0890697338911011,10.6179869143996,1.88451824519338,0.0628939514393947,0.176967591788331,-4.89440031432115,"LMAN2",0.0878797010297373,1.20139111898722,""
"PPT1",0.0887325915246624,12.4146651550289,0.834384210910156,0.406311951071096,0.593399940993977,-6.29636390864231,"PPT1",0.294674346181915,0.391140403349452,""
